PdfSize,MetadataSize,Pages,XrefLength,TitleCharacters,isEncrypted,EmbeddedFiles,Images,Text,Header,Obj,Endobj,Stream,Endstream,Xref,Trailer,StartXref,PageNo,ObjStm,JS,Javascript,AA,OpenAction,Acroform,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors,JSExec,AutoExec,FileDrop,ShellExec,ExploitAttempt,label,filename,filepath
178590,467,1,139,25,0,0,1,1,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,"alawarentertainment,inc.pdf","dataset/benign\alawarentertainment,inc.pdf"
119612,328,1,19,8,0,0,0,1,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,65fr78434.pdf,dataset/benign\65fr78434.pdf
94145,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,arrowweb.pdf,dataset/benign\arrowweb.pdf
24518,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,brnsvlhr.pdf,dataset/benign\brnsvlhr.pdf
200476,409,1,139,7,0,0,1,1,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,avocado.pdf,dataset/benign\avocado.pdf
23521,310,1,26,26,0,0,0,1,1.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,benign,20101130-L-Hooker.pdf,dataset/benign\20101130-L-Hooker.pdf
24329,260,1,12,0,0,0,1,0,"1.2%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,asi.pdf,dataset/benign\asi.pdf
82026,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,atlcbbd3.pdf,dataset/benign\atlcbbd3.pdf
68385,283,1,27,0,0,0,9,0,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,benign,bobuckl.pdf,dataset/benign\bobuckl.pdf
22490,285,2,39,0,0,0,1,1,"1.6%",0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,12-0027.pdf,dataset/benign\12-0027.pdf
90884,283,1,27,0,0,0,9,0,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,benign,bravkids.pdf,dataset/benign\bravkids.pdf
89290,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,bemisins.pdf,dataset/benign\bemisins.pdf
11108,260,1,12,0,0,0,1,0,"1.2%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,abts.pdf,dataset/benign\abts.pdf
25201,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,benesite.pdf,dataset/benign\benesite.pdf
209892,432,1,158,14,0,0,1,1,"1.7%",0,0,0,0,2,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,browser_brains.pdf,dataset/benign\browser_brains.pdf
187847,460,1,124,8,0,0,1,1,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,accusoft.pdf,dataset/benign\accusoft.pdf
299159,335,20,102,8,0,0,0,1,"1.2%",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,65fr64555.pdf,dataset/benign\65fr64555.pdf
26671,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,alfalfa.pdf,dataset/benign\alfalfa.pdf
77396,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,arts4all.pdf,dataset/benign\arts4all.pdf
21318,298,1,13,0,0,0,1,0,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,blazecom.pdf,dataset/benign\blazecom.pdf
24212,285,1,31,0,0,0,1,1,"1.6%",0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,12-0021.pdf,dataset/benign\12-0021.pdf
33527,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,allentec.pdf,dataset/benign\allentec.pdf
31331,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,artstsrt.pdf,dataset/benign\artstsrt.pdf
142005,403,1,121,10,0,0,1,1,"1.7%",0,0,0,0,2,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,al-monitor.pdf,dataset/benign\al-monitor.pdf
20714,303,2,36,8,0,0,0,1,"1.2%",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,63fr63749.pdf,dataset/benign\63fr63749.pdf
21294,260,1,12,0,0,0,1,0,"1.2%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,bns.pdf,dataset/benign\bns.pdf
59392,307,3,109,8,0,0,0,1,"1.6%",0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,67fr2912.pdf,dataset/benign\67fr2912.pdf
387725,353,12,1619,56,0,0,0,1,"1.3%",0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,a-02-54.pdf,dataset/benign\a-02-54.pdf
254201,559,2,145,17,0,0,2,1,"1.7%",0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,benign,bleeping_computer.pdf,dataset/benign\bleeping_computer.pdf
104618,265,2,24,0,0,0,2,0,1.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,befrwopu.pdf,dataset/benign\befrwopu.pdf
99008,283,1,28,0,0,0,10,0,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,benign,baytsp.pdf,dataset/benign\baytsp.pdf
13949,447,2,23,62,0,0,0,1,"1.4%",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,148.pdf,dataset/benign\148.pdf
396715,308,11,537,15,0,0,14,1,"1.4%",14,0,0,0,1,0,0,11,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,2012_fillable_forms_tutorial.pdf,dataset/benign\2012_fillable_forms_tutorial.pdf
253167,273,1,91,0,0,0,1,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,06itcorptaxsnap.pdf,dataset/benign\06itcorptaxsnap.pdf
153879,283,2,83,0,0,0,62,0,"1.7%",0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,benign,arixmedia.pdf,dataset/benign\arixmedia.pdf
75501,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,bizdoorc.pdf,dataset/benign\bizdoorc.pdf
26160,303,3,39,8,0,0,0,1,"1.2%",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,63fr71167.pdf,dataset/benign\63fr71167.pdf
28157,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,advit.pdf,dataset/benign\advit.pdf
123254,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,advncint.pdf,dataset/benign\advncint.pdf
25634,450,8,42,62,0,0,0,1,"1.4%",0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,043.pdf,dataset/benign\043.pdf
88896,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,appleinc.pdf,dataset/benign\appleinc.pdf
73807,265,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,agnition.pdf,dataset/benign\agnition.pdf
73072,376,14,84,13,0,0,0,1,"1.6%",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,090801f.pdf,dataset/benign\090801f.pdf
242439,416,1,158,9,0,0,1,1,"1.7%",0,0,0,0,2,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,asana_inc.pdf,dataset/benign\asana_inc.pdf
124485,286,1,857,20,0,0,1,1,"1.5%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,082005-lore.pdf,dataset/benign\082005-lore.pdf
67741,283,1,24,0,0,0,6,0,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,benign,bigliveinc.pdf,dataset/benign\bigliveinc.pdf
51602,334,2,37,8,0,0,0,1,1.4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,75fr74749.pdf,dataset/benign\75fr74749.pdf
27382,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,almocorp.pdf,dataset/benign\almocorp.pdf
36525,290,3,30,9,0,0,0,1,"1.3%",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,20032901f.pdf,dataset/benign\20032901f.pdf
79619,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,advobart.pdf,dataset/benign\advobart.pdf
166586,446,1,122,13,0,0,1,1,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,brooklyn_navy.pdf,dataset/benign\brooklyn_navy.pdf
85793,272,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,ameronthe.pdf,dataset/benign\ameronthe.pdf
34275,307,7,36,15,0,0,0,1,"1.6%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,20070801f.pdf,dataset/benign\20070801f.pdf
78433,307,9,69,8,0,0,0,1,"1.3%",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,66fr37142.pdf,dataset/benign\66fr37142.pdf
115758,322,15,66,27,0,0,0,1,"1.2 %",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,97eochar.pdf,dataset/benign\97eochar.pdf
26396,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,akslcnet.pdf,dataset/benign\akslcnet.pdf
104691,265,2,24,0,0,0,2,0,1.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,bbandbyi.pdf,dataset/benign\bbandbyi.pdf
122312,335,1,37,8,0,0,0,1,"1.2%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,65fr25894.pdf,dataset/benign\65fr25894.pdf
114381,510,1,102,13,0,0,1,1,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,behrman_house.pdf,dataset/benign\behrman_house.pdf
211435,431,1,119,8,0,0,1,1,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,art_comm.pdf,dataset/benign\art_comm.pdf
124407,262,2,24,0,0,0,2,0,1.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,bidfly.pdf,dataset/benign\bidfly.pdf
53151,403,1,35,93,0,0,0,1,"1.6%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,73fr10290.pdf,dataset/benign\73fr10290.pdf
26659,298,1,13,0,0,0,1,0,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,aahuberc.pdf,dataset/benign\aahuberc.pdf
22402,298,1,13,0,0,0,1,0,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,aircvrnt.pdf,dataset/benign\aircvrnt.pdf
139389,479,1,225,28,0,0,1,1,"1.7%",15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,anetvnet.pdf,dataset/benign\anetvnet.pdf
280843,286,1,564,20,0,0,2,1,"1.5%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,052005-lore.pdf,dataset/benign\052005-lore.pdf
77834,265,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,bizkzinc.pdf,dataset/benign\bizkzinc.pdf
74927,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,adinalif.pdf,dataset/benign\adinalif.pdf
84465,283,1,42,0,0,0,24,0,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,benign,bionicturtle.pdf,dataset/benign\bionicturtle.pdf
92455,283,1,31,0,0,0,13,0,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,benign,bemtradeltd.pdf,dataset/benign\bemtradeltd.pdf
84268,283,1,35,0,0,0,17,0,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,benign,blujaycom.pdf,dataset/benign\blujaycom.pdf
87141,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,amherst.pdf,dataset/benign\amherst.pdf
79298,449,16,103,13,0,0,0,1,"1.6%",0,0,0,0,3,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,114703f.pdf,dataset/benign\114703f.pdf
37887,335,1,44,35,0,0,0,1,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,a-03-18.pdf,dataset/benign\a-03-18.pdf
72214,321,2,208,23,0,0,0,1,"1.4%",9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,68fr15972.pdf,dataset/benign\68fr15972.pdf
210562,423,1,129,10,0,0,1,1,"1.7%",0,0,0,0,2,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,brit_media.pdf,dataset/benign\brit_media.pdf
200540,282,6,58,0,0,0,6,1,"1.6%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,benign,ar-1886.pdf,dataset/benign\ar-1886.pdf
265589,288,6,101,18,0,0,1,1,"1.6%",0,0,0,0,2,0,0,6,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,20110131-K-Matthew-Dames-Syracuse-University.pdf,dataset/benign\20110131-K-Matthew-Dames-Syracuse-University.pdf
78192,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,amsne.pdf,dataset/benign\amsne.pdf
21384,285,2,39,0,0,0,1,1,"1.6%",0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,12-0040.pdf,dataset/benign\12-0040.pdf
74860,371,3,30,11,0,0,0,1,"1.4%",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,aod201001.pdf,dataset/benign\aod201001.pdf
60988,388,3,52,78,0,0,0,1,"1.6%",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,70fr3656.pdf,dataset/benign\70fr3656.pdf
79252,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,aikcom.pdf,dataset/benign\aikcom.pdf
109752,339,9,145,36,0,0,0,1,"1.3%",0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,a-02-37.pdf,dataset/benign\a-02-37.pdf
24035,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,audoglxy.pdf,dataset/benign\audoglxy.pdf
30071,260,1,12,0,0,0,1,0,"1.2%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,ace.pdf,dataset/benign\ace.pdf
75090,283,1,26,0,0,0,8,0,"1.7%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,benign,bropualco.pdf,dataset/benign\bropualco.pdf
234381,304,4,90,0,0,0,0,1,1.4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,benign,77fr37605.pdf,dataset/benign\77fr37605.pdf
16021,459,5,30,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,058hull.pdf,dataset/benign\058hull.pdf
75654,262,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,amhvlsch.pdf,dataset/benign\amhvlsch.pdf
68501,338,3,91,35,0,0,0,1,"1.3%",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,a-02-17.pdf,dataset/benign\a-02-17.pdf
80997,265,1,21,0,0,0,1,0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,arch7107.pdf,dataset/benign\arch7107.pdf
27885,298,1,12,0,0,0,1,0,"1.3%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,bizbuyer.pdf,dataset/benign\bizbuyer.pdf
401125,271,12,344,0,0,0,0,1,"1.4%",0,0,0,0,1,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,09fallbulchar.pdf,dataset/benign\09fallbulchar.pdf
32172,285,1,30,8,0,0,0,1,1.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,benign,Amanda_Hibbert_Photography.pdf,dataset/benign\Amanda_Hibbert_Photography.pdf
396143,330,33,1435,33,0,0,34,1,"1.6%",0,0,0,0,1,0,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,benefits_restrictions_presentation.pdf,dataset/benign\benefits_restrictions_presentation.pdf
