PdfSize,MetadataSize,Pages,XrefLength,TitleCharacters,isEncrypted,EmbeddedFiles,Images,Text,Header,Obj,Endobj,Stream,Endstream,Xref,Trailer,StartXref,PageNo,ObjStm,JS,Javascript,AA,OpenAction,Acroform,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors,JSExec,AutoExec,FileDrop,ShellExec,ExploitAttempt,label,filename,filepath
227816,418,1,13,62,0,0,1,0,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041.pdf,dataset/benign\041.pdf
146609,302,7,71,22,0,0,0,1,1.3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,benign,041211-arl-ala-reply-comments.pdf,dataset/benign\041211-arl-ala-reply-comments.pdf
175564,290,9,206,14,0,0,0,1,1.5,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041211-MLA.pdf,dataset/benign\041211-MLA.pdf
251034,287,4,105,14,0,0,3,1,1.5,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041211-society-of-american-archivists.pdf,dataset/benign\041211-society-of-american-archivists.pdf
329269,280,3,89,0,0,0,0,1,"1.5%",0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041411jgregg-gautereaux.pdf,dataset/benign\041411jgregg-gautereaux.pdf
89597,288,4,36,11,0,0,0,1,1.3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,benign,041411riaa-aaim.pdf,dataset/benign\041411riaa-aaim.pdf
130658,335,25,101,46,0,0,0,1,"1.4%",0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041412arsc.pdf,dataset/benign\041412arsc.pdf
182234,328,8,68,52,0,0,1,1,1.3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041413future-music-coalition.pdf,dataset/benign\041413future-music-coalition.pdf
39018,290,9,239,1,0,0,0,1,"1.5%",12,0,0,0,2,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041413nab.pdf,dataset/benign\041413nab.pdf
74917,348,6,46,59,0,0,1,1,"1.4%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041413patrick-loughney.pdf,dataset/benign\041413patrick-loughney.pdf
42076,324,13,66,31,0,0,0,1,"1.4%",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,041413sirius-xm-radio.pdf,dataset/benign\041413sirius-xm-radio.pdf
46374,323,23,94,40,0,0,0,1,"1.2%",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042301f.pdf,dataset/benign\042301f.pdf
13568,292,6,31,9,0,0,0,1,"1.2%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042302f.pdf,dataset/benign\042302f.pdf
17459,324,6,42,41,0,0,0,1,"1.2%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042303f.pdf,dataset/benign\042303f.pdf
46182,290,9,49,9,0,0,0,1,"1.3%",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042304f.pdf,dataset/benign\042304f.pdf
29152,361,14,62,76,0,0,0,1,"1.2%",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042305f.pdf,dataset/benign\042305f.pdf
46348,329,24,95,46,0,0,0,1,"1.2%",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042306f.pdf,dataset/benign\042306f.pdf
15521,324,6,38,41,0,0,0,1,"1.2%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042307f.pdf,dataset/benign\042307f.pdf
42074,328,13,71,45,0,0,0,1,"1.2%",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042308f.pdf,dataset/benign\042308f.pdf
58341,320,16,70,37,0,0,0,1,"1.2%",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042901f.pdf,dataset/benign\042901f.pdf
18179,323,7,39,40,0,0,0,1,"1.2%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042902f.pdf,dataset/benign\042902f.pdf
49720,323,9,60,40,0,0,0,1,"1.2%",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,042903f.pdf,dataset/benign\042903f.pdf
25634,450,8,42,62,0,0,0,1,"1.4%",0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,043.pdf,dataset/benign\043.pdf
26280,326,6,36,43,0,0,0,1,"1.2%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,043101f.pdf,dataset/benign\043101f.pdf
46381,331,24,95,48,0,0,0,1,"1.2%",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,043102f.pdf,dataset/benign\043102f.pdf
25516,318,5,36,35,0,0,0,1,"1.2%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,043103f.pdf,dataset/benign\043103f.pdf
21682,321,5,31,38,0,0,0,1,"1.2%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,044101f.pdf,dataset/benign\044101f.pdf
95626,329,4,40,37,0,0,0,1,"1.3%",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,044102f.pdf,dataset/benign\044102f.pdf
31402,319,7,39,36,0,0,0,1,"1.2%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,044103f.pdf,dataset/benign\044103f.pdf
23681,459,7,40,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,045time_warner.pdf,dataset/benign\045time_warner.pdf
31371,295,10,47,31,0,0,0,1,"1.2 %",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,04alm.pdf,dataset/benign\04alm.pdf
148948,295,33,207,31,0,0,20,1,"1.2 %",0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,04dubin.pdf,dataset/benign\04dubin.pdf
197328,293,32,197,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,04fidart.pdf,dataset/benign\04fidart.pdf
34634,367,5,156,48,0,0,0,1,"1.6%",8,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,04finkelstein.pdf,dataset/benign\04finkelstein.pdf
122538,399,7,181,105,0,0,0,1,"1.2%",0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,04ludasa.pdf,dataset/benign\04ludasa.pdf
278495,309,27,119,31,0,0,0,1,"1.3%",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,04spintr.pdf,dataset/benign\04spintr.pdf
16851,319,6,36,36,0,0,0,1,"1.2%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,050201f.pdf,dataset/benign\050201f.pdf
11576,320,2,24,37,0,0,0,1,"1.2%",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,050202f.pdf,dataset/benign\050202f.pdf
24051,324,10,52,41,0,0,0,1,"1.2%",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,050203f.pdf,dataset/benign\050203f.pdf
20638,459,3,29,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,050societyaa.pdf,dataset/benign\050societyaa.pdf
25817,297,6,30,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,051001f.pdf,dataset/benign\051001f.pdf
71424,297,24,90,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,051801f.pdf,dataset/benign\051801f.pdf
24996,297,7,35,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,051802f.pdf,dataset/benign\051802f.pdf
48050,460,9,55,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,051nfais.pdf,dataset/benign\051nfais.pdf
280843,286,1,564,20,0,0,2,1,"1.5%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,052005-lore.pdf,dataset/benign\052005-lore.pdf
19893,297,5,29,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,052501f.pdf,dataset/benign\052501f.pdf
11493,450,1,30,62,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,055.pdf,dataset/benign\055.pdf
25694,297,7,37,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,055201f.pdf,dataset/benign\055201f.pdf
25560,297,7,35,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,055202f.pdf,dataset/benign\055202f.pdf
82952,297,23,89,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,055203f.pdf,dataset/benign\055203f.pdf
111108,426,5,142,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,056arromdee.pdf,dataset/benign\056arromdee.pdf
16021,459,5,30,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,058hull.pdf,dataset/benign\058hull.pdf
46225,459,14,66,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,059siia.pdf,dataset/benign\059siia.pdf
11001,298,1,19,5,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,05co1120sfigb.pdf,dataset/benign\05co1120sfigb.pdf
11191,301,2,22,8,0,0,0,1,"1.4%",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,05co1120sfige.pdf,dataset/benign\05co1120sfige.pdf
10992,301,1,19,8,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,05co1120sfigf.pdf,dataset/benign\05co1120sfigf.pdf
111194,304,12,105,15,0,0,0,1,"1.4%",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,05eonta.pdf,dataset/benign\05eonta.pdf
196492,327,10,422,48,0,0,0,1,"1.3%",0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,05lohmann.pdf,dataset/benign\05lohmann.pdf
32820,334,14,59,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,060901f.pdf,dataset/benign\060901f.pdf
18683,322,4,26,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,060902f.pdf,dataset/benign\060902f.pdf
19901,297,4,28,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,061701f.pdf,dataset/benign\061701f.pdf
17719,297,4,24,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,061702f.pdf,dataset/benign\061702f.pdf
35137,297,9,47,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,061703f.pdf,dataset/benign\061703f.pdf
27754,297,7,41,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,062201f.pdf,dataset/benign\062201f.pdf
51377,297,15,60,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,062701f.pdf,dataset/benign\062701f.pdf
23036,297,6,30,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,062801f.pdf,dataset/benign\062801f.pdf
53946,285,11,74,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,064301f.pdf,dataset/benign\064301f.pdf
30011,325,8,44,14,0,0,0,1,"1.4%",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,064401f.pdf,dataset/benign\064401f.pdf
35581,303,9,82,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,064601f.pdf,dataset/benign\064601f.pdf
23173,297,6,30,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,064602f.pdf,dataset/benign\064602f.pdf
31106,297,8,42,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,065101f.pdf,dataset/benign\065101f.pdf
20349,447,4,31,62,0,0,0,1,"1.4%",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,069.pdf,dataset/benign\069.pdf
15307,459,3,24,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,069hull_gorden.pdf,dataset/benign\069hull_gorden.pdf
17314,306,1,26,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,06cofigbs.pdf,dataset/benign\06cofigbs.pdf
16041,306,1,26,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,06cofiges.pdf,dataset/benign\06cofiges.pdf
14292,306,1,26,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,06cofigfs.pdf,dataset/benign\06cofigfs.pdf
253167,273,1,91,0,0,0,1,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,06itcorptaxsnap.pdf,dataset/benign\06itcorptaxsnap.pdf
19421,351,2,74,48,0,0,0,1,"1.6%",0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,benign,06weisman.pdf,dataset/benign\06weisman.pdf
25723,297,6,36,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,070401f.pdf,dataset/benign\070401f.pdf
28406,324,7,52,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,071701f.pdf,dataset/benign\071701f.pdf
45329,285,8,73,0,0,0,0,1,"1.6%",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,071702f.pdf,dataset/benign\071702f.pdf
67892,297,18,75,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,071801f.pdf,dataset/benign\071801f.pdf
16363,447,2,37,62,0,0,0,1,"1.4%",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,072.pdf,dataset/benign\072.pdf
193564,286,1,458,20,0,0,2,1,"1.5%",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,benign,072005-lore.pdf,dataset/benign\072005-lore.pdf
124332,363,20,175,14,0,0,0,1,"1.4%",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,072101f.pdf,dataset/benign\072101f.pdf
39661,359,5,69,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,072501f.pdf,dataset/benign\072501f.pdf
43214,389,8,82,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,072502f.pdf,dataset/benign\072502f.pdf
22033,459,5,36,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,072perlman.pdf,dataset/benign\072perlman.pdf
173530,477,2,18,62,0,0,2,0,"1.4%",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,073.pdf,dataset/benign\073.pdf
44414,354,8,73,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,073301f.pdf,dataset/benign\073301f.pdf
155561,340,30,148,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,073801f.pdf,dataset/benign\073801f.pdf
45100,356,8,82,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,073802f.pdf,dataset/benign\073802f.pdf
19859,459,4,31,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,073oram_cpsr.pdf,dataset/benign\073oram_cpsr.pdf
31605,285,6,61,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,074401f.pdf,dataset/benign\074401f.pdf
110302,300,17,119,21,0,0,0,1,"1.4%",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,0745018.pdf,dataset/benign\0745018.pdf
21678,459,4,35,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,074hoy_dvdcca.pdf,dataset/benign\074hoy_dvdcca.pdf
27455,285,5,44,0,0,0,0,1,"1.4%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,075001f.pdf,dataset/benign\075001f.pdf
245401,350,71,321,13,0,0,2,1,"1.4%",0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,075201f.pdf,dataset/benign\075201f.pdf
22104,459,3,38,68,0,0,1,1,"1.4%",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,075smith_nlm.pdf,dataset/benign\075smith_nlm.pdf
25257,459,8,49,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,076mcgivern_ascap.pdf,dataset/benign\076mcgivern_ascap.pdf
16433,459,5,32,68,0,0,0,1,"1.4%",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,077sigall_riaa.pdf,dataset/benign\077sigall_riaa.pdf
18209,306,1,26,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,07cofigbs.pdf,dataset/benign\07cofigbs.pdf
16575,306,1,26,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,07cofiges.pdf,dataset/benign\07cofiges.pdf
14368,306,1,26,13,0,0,0,1,"1.4%",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,07cofigfs.pdf,dataset/benign\07cofigfs.pdf
262072,273,1,252,0,0,0,1,1,"1.4%",15,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,07eocharitiessnap.pdf,dataset/benign\07eocharitiessnap.pdf
150114,320,16,124,27,0,0,0,1,"1.6%",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,07eocharteobull.pdf,dataset/benign\07eocharteobull.pdf
39178,316,1,34,23,0,0,0,1,"1.5%",0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign,07pfound.pdf,dataset/benign\07pfound.pdf
159883,330,7,81,41,0,2,3,1,"1.4%",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,benign,07rppscecco.pdf,dataset/benign\07rppscecco.pdf
333823,332,15,136,43,0,2,3,1,"1.4%",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,benign,07rppsdiamond.pdf,dataset/benign\07rppsdiamond.pdf
283402,337,13,120,48,0,2,3,1,"1.4%",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,benign,07rppsjohnson.pdf,dataset/benign\07rppsjohnson.pdf
